,NKY Index,SHSZ300 Index,SX5E Index,INDU Index,KS
2021-03-22,1.1391546,0.6996869,1.1536592,1.1674099,0.86774725
2021-03-23,1.0887003,0.7125058,1.1541103,1.154064,0.8631415
2021-03-24,1.0269468,0.72167367,1.152513,1.1321275,0.8537617
2021-03-25,0.98785794,0.728346,1.1479514,1.1144999,0.8401339
2021-03-26,0.9462295,0.73725235,1.1512804,1.1085019,0.8276308
2021-03-29,0.9265489,0.7454435,1.1608931,1.1058881,0.8233543
2021-03-30,0.8993318,0.7557908,1.1730196,1.1028967,0.82025903
2021-03-31,0.86703604,0.76520187,1.1845151,1.0958365,0.8186365
2021-04-01,0.8483633,0.7548529,1.1993173,1.104581,0.82563406
2021-04-06,0.86144966,0.7378429,1.2244096,1.1215562,0.84700465
2021-04-07,0.89402735,0.7259729,1.241151,1.1310407,0.8702698
2021-04-08,0.9210685,0.7064755,1.2609732,1.1503445,0.899651
2021-04-09,0.96339816,0.70069355,1.2767522,1.1720897,0.9272001
2021-04-12,0.97457165,0.7053802,1.2850362,1.1849393,0.9546258
2021-04-13,0.9839221,0.7099456,1.2950752,1.1793298,0.9764089
2021-04-14,0.9687436,0.7197212,1.3044494,1.170374,1.0097322
2021-04-15,0.9604988,0.72721696,1.308066,1.1774341,1.0326456
2021-04-16,0.96271825,0.7301591,1.3183515,1.1853105,1.0656952
2021-04-19,0.9350315,0.7480939,1.3205969,1.1812351,1.0886832
2021-04-20,0.8806609,0.7662766,1.3045245,1.1682769,1.1161786
2021-04-21,0.8210154,0.7916798,1.2961483,1.1688803,1.1174011
2021-04-22,0.8022977,0.8148004,1.2894236,1.1591483,1.1293811
2021-04-23,0.77961004,0.8323727,1.2831856,1.1538094,1.1523904
2021-04-26,0.77032685,0.839929,1.2819198,1.1490281,1.1834316
2021-04-27,0.7459465,0.85309786,1.2762177,1.1446717,1.1995113
2021-04-28,0.72841465,0.87945616,1.2704197,1.1339682,1.1976794
2021-04-30,0.7036197,0.90151805,1.2531512,1.1203259,1.1776181
2021-05-06,0.70227534,0.9194401,1.2404429,1.1257591,1.1740046
2021-05-07,0.7001005,0.92203426,1.2311145,1.1336008,1.1713616
2021-05-10,0.71322274,0.93848497,1.2264135,1.141321,1.177417
2021-05-11,0.70374376,0.9451941,1.2103138,1.1239796,1.1785395
2021-05-12,0.6643154,0.96060765,1.1967088,1.1011877,1.1598006
2021-05-13,0.62115544,0.9786204,1.1834393,1.0851884,1.1327943
2021-05-14,0.602408,1.000082,1.1786151,1.0805672,1.1120492
2021-05-17,0.5807637,1.015934,1.1698263,1.0732677,1.0870479
2021-05-18,0.57612085,1.0238593,1.157712,1.0640367,1.0830752
2021-05-20,0.56471527,1.026304,1.1452984,1.0533972,1.0761282
2021-05-21,0.54444027,1.0347517,1.1349182,1.031035,1.0633165
2021-05-24,0.53159696,1.0449975,1.1239464,1.0141996,1.041957
2021-05-25,0.5227778,1.0831926,1.1145481,1.0005652,1.0185921
2021-05-26,0.53314626,1.1114743,1.107815,0.99660975,1.0047418
2021-05-27,0.54304826,1.14123,1.0993952,1.008108,0.9941139
2021-05-28,0.5816849,1.170734,1.096082,1.007815,0.9980531
2021-06-01,0.58730984,1.1908484,1.0921123,1.0047083,0.9984547
2021-06-02,0.61334014,1.1905571,1.0907745,1.0059203,1.0004559
2021-06-03,0.62729466,1.1760718,1.0880662,1.0126541,1.0009596
2021-06-04,0.6504094,1.1746895,1.0891905,1.0205915,1.0047073
2021-06-07,0.6643698,1.1844647,1.0880245,1.0182376,1.0093672
2021-06-08,0.6771915,1.1742669,1.0863283,1.0114068,1.0131589
2021-06-09,0.67505515,1.1505928,1.0884097,1.0029274,0.99308544
2021-06-10,0.6800591,1.1362187,1.1012658,1.0005399,0.99034095
2021-06-11,0.69959813,1.1090716,1.1189028,1.0032955,0.9967386
2021-06-15,0.7281489,1.0783356,1.1382328,0.9956571,1.0008615
2021-06-16,0.7605062,1.038038,1.156839,0.9766715,1.0045315
2021-06-17,0.77532446,1.0082365,1.181815,0.9565174,1.0082347
2021-06-18,0.78022236,0.9821592,1.1813872,0.93075633,1.0094538
2021-06-21,0.7493571,0.9621619,1.1871605,0.92143106,1.0079625
2021-06-22,0.76684535,0.9546742,1.1902795,0.91387314,1.0118308
2021-06-23,0.775602,0.9577633,1.1814181,0.9046334,1.0233346
2021-06-24,0.78958374,0.95276654,1.1822844,0.9070226,1.0419744
2021-06-25,0.7942932,0.9578502,1.1734965,0.91003656,1.06694
2021-06-28,0.793586,0.96325034,1.1574862,0.90428734,1.0858613
2021-06-29,0.7370615,0.97027934,1.1431893,0.90394956,1.0924942
2021-06-30,0.71299815,0.9642291,1.1223596,0.9131828,1.0938108
2021-07-01,0.69088507,0.9552696,1.1054364,0.9257364,1.0944983
2021-07-02,0.6783898,0.941998,1.098553,0.94843084,1.0895203
2021-07-06,0.69294316,0.932311,1.0873656,0.948884,1.1047046
2021-07-07,0.6594701,0.93248117,1.0804907,0.9564542,1.0993916
2021-07-08,0.6316367,0.93265,1.067509,0.95999724,1.0831132
2021-07-09,0.60391426,0.9098019,1.059432,0.9682845,1.0597632
2021-07-12,0.59439707,0.8994513,1.055105,0.97278637,1.0456218
2021-07-13,0.5867423,0.88888747,1.0510913,0.9786901,1.0382698
2021-07-14,0.5818732,0.8761304,1.0451412,0.98675483,1.0275346
2021-07-15,0.5660525,0.8585321,1.0375185,0.99325544,1.0206519
2021-07-16,0.55160594,0.8472244,1.0273613,0.99201393,1.015315
2021-07-19,0.5314257,0.83927494,1.0129403,0.977358,0.9966695
2021-07-20,0.51656026,0.8274869,0.99978137,0.9835513,0.97489923
2021-07-21,0.50786763,0.81865895,0.99136555,0.98875386,0.9543198
2021-07-26,0.5089865,0.80824506,0.9910557,1.0068274,0.94279975
2021-07-27,0.51452726,0.793255,0.98539823,1.0058867,0.9410157
2021-07-28,0.49624127,0.78105277,0.97652006,1.0009459,0.92916507
2021-07-29,0.48529622,0.78042066,0.966514,1.0046899,0.9128299
2021-07-30,0.47296736,0.7897624,0.9540133,1.0016464,0.8878285
2021-08-02,0.47591308,0.8136671,0.94663304,0.994136,0.86716515
2021-08-03,0.47714013,0.83327174,0.9385876,0.99899733,0.85346776
2021-08-04,0.48195422,0.84988606,0.94336385,1.0042937,0.855257
2021-08-05,0.4895745,0.8644031,0.9469001,1.004521,0.8551392
2021-08-06,0.49912405,0.8759146,0.94874567,1.0036788,0.8525369
2021-08-10,0.5045439,0.8690658,0.9544322,0.9999575,0.8423434
2021-08-11,0.5141662,0.87122035,0.96046066,1.0027483,0.8293877
2021-08-12,0.53306866,0.8692225,0.9666249,1.006473,0.81270176
2021-08-13,0.541622,0.8691125,0.97356,1.0070995,0.78749955
2021-08-17,0.54924065,0.8676149,0.97775626,1.0068618,0.7686352
2021-08-18,0.54770255,0.8729832,0.9829006,1.0003872,0.75057435
2021-08-19,0.5469962,0.87647367,0.9821693,0.99178725,0.7225868
2021-08-20,0.5431596,0.8908833,0.98933774,1.00342,0.6908589
2021-08-23,0.5517271,0.90133786,0.99944466,1.0072424,0.66949695
2021-08-24,0.5592803,0.90831614,1.0055977,1.0070438,0.66148686
2021-08-25,0.5603613,0.91832864,1.0091604,1.0036207,0.65850306
2021-08-26,0.5543629,0.92283994,1.010652,0.9931883,0.6557655
2021-08-27,0.5576845,0.9133539,1.0123562,0.9935263,0.65230554
2021-08-30,0.5672039,0.9093971,1.0147246,0.9891073,0.6527241
2021-08-31,0.6050628,0.9080127,1.0214788,0.9894942,0.6657259
2021-09-01,0.6411203,0.9103976,1.0314977,0.9964201,0.6724843
2021-09-02,0.6917819,0.9186589,1.0451775,1.0024893,0.6809156
2021-09-03,0.7794328,0.9249732,1.0490425,1.0005637,0.69927335
2021-09-07,0.8777003,0.94123876,1.0528619,0.9876111,0.7060782
2021-09-08,0.9807291,0.95130605,1.0473572,0.9759721,0.70433736
2021-09-09,1.0778915,0.9789512,1.0405959,0.9623209,0.69617045
2021-09-10,1.2062584,1.0191368,1.0345348,0.9467044,0.6960852
2021-09-13,1.3349147,1.0521066,1.0276138,0.93444115,0.6951587
2021-09-14,1.4800373,1.0649745,1.0202185,0.91867524,0.69816524
2021-09-15,1.5933273,1.075198,1.0115954,0.91228926,0.6965832
2021-09-16,1.6783614,1.0642352,1.0052034,0.90644073,0.69028157
2021-09-17,1.7951193,1.0581514,0.9988245,0.89653414,0.6930383
2021-09-24,1.8411517,1.0452238,0.99617565,0.8925919,0.68626016
2021-09-27,1.8366249,1.0354038,0.9911999,0.8915802,0.68660253
2021-09-28,1.8179232,1.0313059,0.9788865,0.88088864,0.6805316
2021-09-29,1.7563411,1.0144296,0.9686396,0.8778285,0.6745397
2021-09-30,1.6725568,0.9994787,0.9567044,0.87038976,0.6697071
2021-10-08,1.4971325,0.99647045,0.94677943,0.8764305,0.646264
2021-10-12,1.3500502,0.99315554,0.9362257,0.8764644,0.62358737
2021-10-13,1.2023339,1.0013179,0.9307013,0.8734773,0.6098017
2021-10-14,1.1016965,1.0074154,0.9284339,0.88166124,0.6064829
2021-10-15,1.0144402,1.0149777,0.9308533,0.89388317,0.6080935
2021-10-18,0.93390715,1.0180707,0.92616105,0.89793634,0.6112007
2021-10-19,0.8608432,1.0190729,0.92194736,0.9079916,0.6158753
2021-10-20,0.8004552,1.0191132,0.9206517,0.9297617,0.61669475
2021-10-21,0.7618452,1.0191784,0.9194723,0.9465592,0.61934966
2021-10-22,0.7307694,1.0275421,0.92070013,0.9761566,0.6210848
2021-10-25,0.7308284,1.0317328,0.9199086,0.9842225,0.6356022
2021-10-26,0.73343164,1.0378743,0.9231384,1.0076636,0.65301806
2021-10-27,0.73579633,1.0327216,0.924987,1.0207902,0.6547174
2021-10-28,0.72149,1.0229859,0.9252243,1.0297524,0.6517508
2021-10-29,0.7010865,1.0185562,0.9274009,1.0360452,0.6439753
2021-11-01,0.7140795,1.0203254,0.9359898,1.0461885,0.6406413
2021-11-02,0.7123101,1.0025259,0.9432859,1.0521135,0.64139205
2021-11-04,0.721898,0.9957319,0.9613333,1.0619541,0.63955706
2021-11-05,0.7405396,0.9817269,0.982995,1.0758452,0.6395837
2021-11-08,0.7533217,0.96283317,1.0062438,1.0951935,0.6373228
2021-11-09,0.7842562,0.9490092,1.030248,1.1051861,0.6353619
2021-11-10,0.7931864,0.9436065,1.0571041,1.112513,0.62433875
2021-11-11,0.8203779,0.9439092,1.0862796,1.124874,0.61746913
2021-11-12,0.86519945,0.9545623,1.1132765,1.131266,0.62136304
2021-11-15,0.90627426,0.9543331,1.1379188,1.1301849,0.63086545
2021-11-16,0.91435635,0.9552037,1.1708918,1.1323212,0.63593405
2021-11-17,0.9273195,0.9533737,1.2044271,1.1210206,0.6284718
2021-11-18,0.92222375,0.95077246,1.2221842,1.1008999,0.6294697
2021-11-19,0.94452965,0.96299475,1.2323084,1.0706186,0.63821065
2021-11-22,0.9669914,0.96695,1.2336872,1.0376669,0.65428925
2021-11-24,0.9534787,0.96448416,1.2203104,1.0186392,0.666734
2021-11-26,0.9192035,0.9660369,1.1762522,0.9822834,0.67243755
2021-11-29,0.86516696,0.9549256,1.142238,0.9660587,0.6751368
2021-11-30,0.80006427,0.9515424,1.1064683,0.9343948,0.6586588
2021-12-01,0.7535123,0.9442615,1.0876744,0.905123,0.65505457
2021-12-02,0.69738406,0.94272125,1.0627701,0.8923084,0.66080475
2021-12-03,0.6634799,0.93794316,1.0432186,0.88067245,0.6715545
2021-12-06,0.6285999,0.9351657,1.0334346,0.8808404,0.68371415
2021-12-07,0.60643446,0.9306091,1.0375649,0.88769317,0.69426394
2021-12-08,0.5983625,0.926741,1.0382084,0.8896379,0.70017296
2021-12-09,0.5965738,0.93332916,1.0385369,0.8891598,0.7154172
2021-12-10,0.6004484,0.9405037,1.0348363,0.9050607,0.7326178
2021-12-13,0.61070013,0.9590939,1.0292621,0.90719986,0.7523877
2021-12-14,0.6164543,0.9739229,1.0214294,0.9188633,0.7769818
2021-12-15,0.61797106,0.9780172,1.0127447,0.94164205,0.78736216
2021-12-16,0.64158076,0.99011916,1.0066278,0.94898653,0.79627055
2021-12-17,0.6347036,0.9885013,0.99761623,0.95245373,0.8054061
2021-12-20,0.6252983,0.9764434,0.98048854,0.9399115,0.8018931
2021-12-21,0.620776,0.9656917,0.9670794,0.93754524,0.8010247
2021-12-22,0.60465765,0.9491713,0.95607126,0.93824595,0.80045044
2021-12-23,0.60258293,0.93503004,0.9489762,0.9413205,0.79703957
2021-12-27,0.60259736,0.92397326,0.94322985,0.9487887,0.8023931
2021-12-28,0.6121363,0.9139561,0.9399757,0.96142423,0.816163
2021-12-29,0.6292766,0.90072554,0.9369453,0.9791878,0.8256655
2021-12-30,0.6432859,0.9006927,0.9354184,0.9895829,0.8282854
2022-01-04,0.6614274,0.8960642,0.9371191,1.0104647,0.8295201
2022-01-05,0.69900227,0.8935126,0.9444024,1.0291367,0.8192076
2022-01-06,0.7191741,0.89451456,0.94976765,1.0489465,0.8154355
2022-01-07,0.72016376,0.8878591,0.9483266,1.0515608,0.81339806
2022-01-11,0.71267116,0.88441163,0.94672984,1.05334,0.7987108
2022-01-12,0.72053474,0.88869107,0.95018756,1.0531384,0.7968541
2022-01-13,0.7151553,0.8949181,0.9572858,1.0377872,0.7953573
2022-01-14,0.6772651,0.9058208,0.95757455,1.0225142,0.7827289
2022-01-18,0.6565754,0.91940844,0.9609684,0.99456275,0.7711925
2022-01-19,0.6163738,0.93817323,0.9611193,0.963584,0.7563082
2022-01-20,0.57227236,0.9554099,0.9633199,0.92732793,0.74338347
2022-01-21,0.5351323,0.96069837,0.9601102,0.9017921,0.73005253
2022-01-24,0.53035754,0.9648227,0.9479056,0.8863923,0.7129042
2022-01-25,0.5117085,0.9656938,0.9371581,0.8686577,0.68192345
2022-01-26,0.502054,0.95479083,0.9347654,0.8504879,0.658324
2022-01-27,0.46698278,0.94220936,0.9315424,0.83437103,0.6185501
2022-01-28,0.4557511,0.93179154,0.92490846,0.8301823,0.59644556
2022-02-07,0.45748258,0.9201185,0.9197375,0.8311102,0.5891774
2022-02-08,0.452332,0.9243899,0.91805696,0.84052396,0.58483833
2022-02-09,0.46578735,0.93083656,0.9205981,0.85308707,0.5841955
2022-02-10,0.4685178,0.9362981,0.9194564,0.8570941,0.579952
2022-02-14,0.46457076,0.9450075,0.9139675,0.8593673,0.56841373
2022-02-15,0.45795837,0.95670885,0.91862434,0.86901474,0.5622018
2022-02-16,0.47369045,0.95552015,0.91782105,0.87548876,0.5686045
2022-02-17,0.48022017,0.95995456,0.9141388,0.87498814,0.5733026
2022-02-18,0.49760592,0.9546306,0.9066523,0.8748229,0.58553517
2022-02-22,0.4881239,0.9515751,0.893511,0.86153275,0.5812878
2022-02-24,0.47200158,0.9480961,0.87451625,0.84546196,0.5618625
2022-02-25,0.46899277,0.95058423,0.86633444,0.84247494,0.55441564
2022-02-28,0.46049392,0.95078874,0.854973,0.8306685,0.54905283
2022-03-02,0.45319724,0.9562185,0.8373609,0.829375,0.544055
2022-03-03,0.4601457,0.9616471,0.818862,0.8339783,0.55677706
2022-03-04,0.4529043,0.9747168,0.79979086,0.82753664,0.56373596
2022-03-07,0.43029568,0.9852899,0.78477794,0.81467557,0.55346775
2022-03-08,0.41523448,0.9982821,0.7721145,0.81188405,0.54512984
2022-03-10,0.4170454,0.9989065,0.7636259,0.8185321,0.5467413
2022-03-11,0.41698453,0.99800134,0.757307,0.8223439,0.5474122
2022-03-14,0.42151567,1.0161897,0.7546622,0.8287877,0.5527475
2022-03-15,0.41832924,1.0347518,0.75140756,0.83071816,0.550613
2022-03-16,0.41810957,1.0345846,0.75318104,0.8429971,0.55630666
2022-03-17,0.435656,1.0348921,0.7540801,0.85731936,0.56614166
2022-03-18,0.44578058,1.0415618,0.75920373,0.87488216,0.57278883
2022-03-22,0.4795477,1.0448127,0.77345824,0.89137715,0.58782005
2022-03-23,0.5439233,1.0529932,0.7816988,0.91014874,0.616837
2022-03-24,0.6155606,1.0629513,0.78991795,0.93822503,0.6428178
2022-03-25,0.65803975,1.0954946,0.7944182,0.9555222,0.66092044
2022-03-28,0.73386675,1.1246624,0.80258656,0.9832097,0.6798634
2022-03-29,0.82837635,1.1317424,0.8173135,1.0191168,0.7039355
2022-03-30,0.9086143,1.1360186,0.82626057,1.0368451,0.7308513
2022-03-31,0.966236,1.16041,0.82316804,1.0368251,0.74905187
2022-04-01,0.97972924,1.1849213,0.8261172,1.0384964,0.75636166
2022-04-06,0.9778012,1.2092428,0.8251137,1.0269479,0.76362133
2022-04-07,0.9452857,1.2183797,0.823843,1.0232342,0.76186866
2022-04-08,0.90638477,1.2163341,0.831527,1.0375742,0.76162094
2022-04-11,0.87684155,1.2089795,0.8381756,1.0296515,0.764163
2022-04-12,0.8195872,1.1898834,0.84398365,1.0192586,0.72867197
2022-04-13,0.8061142,1.1861683,0.849787,1.0170897,0.741835
2022-04-14,0.80416185,1.0813655,0.85283256,0.99188465,0.737733
2022-04-19,0.7866497,1.0695877,0.8544644,0.9919849,0.7475324
2022-04-20,0.7889809,1.0648149,0.8614448,1.0030581,0.7526534
2022-04-21,0.79576474,1.0643004,0.8691957,0.9955082,0.76197493
2022-04-22,0.7879184,1.0551932,0.872371,0.9762241,0.7594667
2022-04-25,0.7689689,1.0541928,0.87119764,0.96522397,0.7478857
2022-04-26,0.7305511,1.0653881,0.8683719,0.9367863,0.7423749
2022-04-27,0.6862929,1.0583788,0.8709841,0.9224274,0.7310255
2022-04-28,0.68866235,1.064462,0.8736297,0.91965675,0.74605423
2022-05-06,0.66389483,1.0623971,0.8665221,0.8926473,0.7305248
2022-05-09,0.6132231,1.0808572,0.8546918,0.8685715,0.71485424
2022-05-10,0.58304113,1.1107392,0.8497039,0.8445149,0.7005615
2022-05-11,0.55523247,1.1082368,0.8453314,0.8215384,0.6871274
2022-05-12,0.51825535,1.1105886,0.84039056,0.80703086,0.6682887
2022-05-13,0.5190979,1.1145967,0.8407567,0.8078368,0.66337997
2022-05-16,0.528294,1.1142901,0.8400692,0.8012562,0.66080207
2022-05-17,0.5374632,1.112281,0.84448725,0.8091168,0.656183
2022-05-18,0.5616026,1.1226413,0.84442157,0.79624206,0.65704626
2022-05-19,0.5590138,1.1367695,0.8419797,0.7819554,0.6478845
2022-05-20,0.56641287,1.1443384,0.84282774,0.7797793,0.6531986
2022-05-23,0.59845465,1.1591957,0.8428766,0.7859924,0.657187
2022-05-24,0.6178308,1.1578424,0.8409748,0.78852296,0.6527842
2022-05-25,0.63146436,1.1589148,0.84075904,0.7974224,0.65261465
2022-05-26,0.65328914,1.1429267,0.84405124,0.8119124,0.65723586
2022-05-27,0.6580082,1.1265088,0.8508238,0.82737976,0.65820205
2022-05-30,0.69102395,1.108233,0.85786426,0.84011465,0.67192984
2022-05-31,0.70727074,1.0907037,0.8558646,0.8437545,0.68124676
2022-06-01,0.7271768,1.0885794,0.85626054,0.86349016,0.6914127
2022-06-02,0.75828713,1.0789436,0.86187047,0.88812804,0.71098644
2022-06-03,0.7902448,1.0701718,0.8666902,0.9047103,0.7130803
2022-06-06,0.8338961,1.068923,0.87674886,0.91648924,0.71706194
2022-06-07,0.8945875,1.0856159,0.885968,0.93774873,0.7174415
2022-06-08,0.97649944,1.1150051,0.89153194,0.950605,0.7171326
2022-06-09,1.084137,1.1394182,0.89027834,0.944341,0.7209486
2022-06-10,1.1325859,1.1782104,0.878741,0.91498864,0.71296865
2022-06-13,1.0891438,1.1980084,0.86564004,0.8831349,0.68619144
2022-06-14,1.0570532,1.2064222,0.8543542,0.8577796,0.66056436
2022-06-15,0.9949124,1.2261292,0.8491528,0.84534335,0.63143766
2022-06-16,0.9627325,1.2364192,0.8346378,0.81591564,0.6119167
2022-06-17,0.890776,1.2607479,0.8285386,0.8001326,0.5896865
2022-06-20,0.8041409,1.2642658,0.82663536,0.7821529,0.5667208
2022-06-21,0.75128925,1.2814387,0.82752734,0.77275574,0.55756027
2022-06-22,0.68747616,1.2768905,0.82389647,0.76481736,0.5412536
2022-06-23,0.62983596,1.3177739,0.82281286,0.7658661,0.53122395
2022-06-24,0.6115272,1.3454907,0.82298815,0.7834358,0.52680176
